Booking_ID,Booking_Date,Booking_Time,City,Vehicle_Type,Ride_Status,Pickup_Location,Drop_Location,Distance_KM,Trip_Duration_Min,Fare_Amount_INR,Surge_Multiplier,Payment_Method,Customer_Rating,Driver_Rating,Driver_ID,Customer_ID,Month,Day_of_Week,Hour,Revenue_Status
UBR105741,2025-09-16,09:12:00,Kolkata,Uber Go,Completed,Salt Lake,New Town,4.02,24,180.55,1.5,UPI,4.3,3.7,DRV6553,CUS11378,September,Tuesday,9,Revenue
UBR105742,2025-04-02,07:36:00,Noida,Uber XL,Completed,Sector 137,Sector 62,14.49,55,447.48,1.0,UPI,3.9,4.8,DRV4048,CUS85382,April,Wednesday,7,Revenue
UBR105743,2025-04-10,12:31:00,Dehradun,Uber Go,Completed,Sahastradhara,ISBT,7.3,27,157.6,1.0,Cash,5.0,4.5,DRV8545,CUS46132,April,Thursday,12,Revenue
UBR105744,2025-07-14,16:44:00,Mumbai,Uber Go,Completed,Bandra,Powai,6.26,41,125.0,1.0,Cash,4.8,4.2,DRV6191,CUS59679,July,Monday,16,Revenue
UBR105745,2025-07-11,16:58:00,Jaipur,Uber Auto,Completed,C Scheme,Mansarovar,3.66,23,69.98,1.0,UPI,4.6,5.0,DRV6678,CUS24934,July,Friday,16,Revenue
UBR105746,2025-03-09,15:55:00,Pune,Uber XL,Completed,Hinjewadi,Baner,9.06,30,306.15,1.0,UPI,4.3,4.9,DRV8473,CUS99890,March,Sunday,15,Revenue
UBR105747,2025-08-30,11:00:00,Dehradun,Uber Moto,Completed,Rajpur Road,Sahastradhara,7.27,39,90.85,1.2,Cash,3.6,4.2,DRV1901,CUS32919,August,Saturday,11,Revenue
UBR105748,2025-03-31,18:56:00,Dehradun,Uber Moto,Completed,ISBT,Rajpur Road,5.23,24,129.4,1.2,Cash,3.8,4.4,DRV3539,CUS63829,March,Monday,18,Revenue
UBR105749,2025-12-11,20:10:00,Jaipur,Uber Go,Completed,Malviya Nagar,Vaishali Nagar,7.38,35,182.56,1.2,UPI,3.7,3.7,DRV8829,CUS97612,December,Thursday,20,Revenue
UBR105750,2025-01-10,11:25:00,Bengaluru,Uber Go,Completed,HSR Layout,Electronic City,7.1,38,161.61,1.0,Credit Card,4.0,4.3,DRV7605,CUS99754,January,Friday,11,Revenue
UBR105751,2025-09-21,06:02:00,Lucknow,Uber XL,Completed,Gomti Nagar,Indira Nagar,17.07,61,1057.39,2.0,UPI,3.8,4.0,DRV6417,CUS93958,September,Sunday,6,Revenue
UBR105752,2025-09-25,10:48:00,Delhi,Uber Auto,Completed,Karol Bagh,Karol Bagh,19.25,115,252.75,1.0,Cash,4.8,3.9,DRV2490,CUS67707,September,Thursday,10,Revenue
UBR105753,2025-11-16,08:50:00,Lucknow,Uber Go,Completed,Aliganj,Hazratganj,9.66,41,170.57,1.0,Cash,4.1,4.0,DRV8207,CUS17080,November,Sunday,8,Revenue
UBR105754,2025-04-28,14:12:00,Ghaziabad,Uber Go,Completed,Kaushambi,Kaushambi,5.87,31,203.98,1.2,Debit Card,4.3,4.2,DRV7804,CUS96617,April,Monday,14,Revenue
UBR105755,2025-09-07,08:31:00,Hyderabad,Uber Go,Completed,Banjara Hills,Secunderabad,4.06,23,104.31,1.0,Cash,4.0,4.5,DRV6521,CUS80358,September,Sunday,8,Revenue
UBR105756,2025-02-28,14:47:00,Pune,Uber Moto,Completed,Hadapsar,Baner,6.48,31,92.69,1.0,UPI,3.7,4.7,DRV5371,CUS37717,February,Friday,14,Revenue
UBR105757,2025-07-14,09:49:00,Hyderabad,Uber Premier,Completed,Gachibowli,Secunderabad,33.57,147,1140.67,1.5,UPI,4.0,4.3,DRV1407,CUS48380,July,Monday,9,Revenue
UBR105758,2025-02-19,18:22:00,Hyderabad,Uber Auto,Completed,Gachibowli,Gachibowli,5.37,27,98.19,1.0,UPI,4.0,4.6,DRV5575,CUS39848,February,Wednesday,18,Revenue
UBR105759,2025-10-23,02:57:00,Bengaluru,Uber Go,Completed,Whitefield,Electronic City,3.64,29,129.14,1.0,UPI,3.2,4.7,DRV7955,CUS11445,October,Thursday,2,Revenue
UBR105760,2025-04-07,16:51:00,Lucknow,Uber Go,Completed,Indira Nagar,Charbagh,1.55,20,70.69,1.0,Credit Card,3.9,4.4,DRV2742,CUS48909,April,Monday,16,Revenue
UBR105761,2025-05-07,08:22:00,Ghaziabad,Uber Go,No Driver Found,Vaishali,Indirapuram,6.04,0,0.0,1.0,Cash,,,DRV7443,CUS43274,May,Wednesday,8,No Revenue
UBR105762,2025-09-03,00:50:00,Dehradun,Uber Premier,Cancelled by Customer,ISBT,Prem Nagar,23.35,0,0.0,1.2,UPI,,,DRV7988,CUS67336,September,Wednesday,0,No Revenue
UBR105763,2025-03-28,20:29:00,Mumbai,Uber Auto,Completed,Andheri,Bandra,15.9,80,252.62,1.2,UPI,4.1,3.9,DRV5475,CUS29594,March,Friday,20,Revenue
UBR105764,2025-03-18,17:05:00,Noida,Uber Go,Completed,Botanical Garden,Sector 62,3.36,24,113.72,1.0,Cash,4.0,3.8,DRV1246,CUS48778,March,Tuesday,17,Revenue
UBR105765,2025-07-23,07:54:00,Jaipur,Uber Go,Completed,Jagatpura,Vaishali Nagar,2.78,20,103.96,1.0,Cash,4.6,4.2,DRV5461,CUS57217,July,Wednesday,7,Revenue
UBR105766,2025-05-26,17:06:00,Bengaluru,Uber Auto,Completed,HSR Layout,Indiranagar,5.05,25,80.76,1.0,UPI,3.5,4.1,DRV9312,CUS96347,May,Monday,17,Revenue
UBR105767,2025-05-29,17:46:00,Delhi,Uber Moto,Completed,Karol Bagh,Karol Bagh,6.29,33,98.39,1.2,Debit Card,3.7,3.9,DRV5926,CUS63009,May,Thursday,17,Revenue
UBR105768,2025-04-21,14:29:00,Bengaluru,Uber Go,Completed,Koramangala,Electronic City,15.35,77,277.13,1.0,UPI,4.0,4.1,DRV6051,CUS69129,April,Monday,14,Revenue
UBR105769,2025-05-09,13:36:00,Ghaziabad,Uber Auto,Completed,Raj Nagar,Kaushambi,6.84,33,143.68,1.2,UPI,4.3,4.4,DRV7963,CUS84819,May,Friday,13,Revenue
UBR105770,2025-09-10,21:47:00,Pune,Uber Auto,Cancelled by Customer,Viman Nagar,Hadapsar,17.48,0,0.0,1.0,Cash,,,DRV8353,CUS73938,September,Wednesday,21,No Revenue
UBR105771,2025-06-15,09:31:00,Jaipur,Uber Moto,Completed,Jagatpura,Mansarovar,16.73,65,204.87,1.0,Credit Card,3.5,3.5,DRV1668,CUS27281,June,Sunday,9,Revenue
UBR105772,2025-10-24,13:05:00,Bengaluru,Uber XL,Cancelled by Customer,Electronic City,HSR Layout,18.26,0,0.0,1.0,Cash,,,DRV1155,CUS56855,October,Friday,13,No Revenue
UBR105773,2025-05-17,11:34:00,Jaipur,Uber Go,Completed,Malviya Nagar,C Scheme,10.85,43,211.04,1.0,Credit Card,4.5,4.4,DRV8925,CUS33938,May,Saturday,11,Revenue
UBR105774,2025-10-06,19:31:00,Delhi,Uber XL,Completed,Saket,Saket,4.39,19,209.33,1.0,UPI,4.4,4.2,DRV6842,CUS24298,October,Monday,19,Revenue
UBR105775,2025-11-30,21:11:00,Hyderabad,Uber Moto,Cancelled by Driver,Madhapur,Secunderabad,4.61,0,0.0,1.0,Cash,,,DRV1632,CUS97608,November,Sunday,21,No Revenue
UBR105776,2025-01-11,20:03:00,Pune,Uber Go,Completed,Viman Nagar,Kothrud,9.95,44,278.47,1.5,UPI,4.6,3.9,DRV3260,CUS57529,January,Saturday,20,Revenue
UBR105777,2025-03-12,19:31:00,Mumbai,Uber Premier,Completed,Andheri,Borivali,3.0,25,156.92,1.2,UPI,4.0,4.1,DRV2297,CUS25650,March,Wednesday,19,Revenue
UBR105778,2025-06-08,23:58:00,Noida,Uber Auto,Cancelled by Customer,Sector 62,Sector 18,2.66,0,0.0,1.0,Credit Card,,,DRV6294,CUS41291,June,Sunday,23,No Revenue
UBR105779,2025-08-04,18:53:00,Mumbai,Uber XL,Completed,Dadar,Dadar,5.85,28,331.1,1.2,UPI,4.8,4.0,DRV9449,CUS41324,August,Monday,18,Revenue
UBR105780,2025-01-26,18:34:00,Pune,Uber Go,Completed,Hadapsar,Hadapsar,12.83,63,225.85,1.0,Credit Card,4.3,4.7,DRV9416,CUS30588,January,Sunday,18,Revenue
UBR105781,2025-10-13,23:47:00,Hyderabad,Uber Moto,Completed,Gachibowli,Secunderabad,3.83,17,67.12,1.0,UPI,4.2,4.1,DRV7099,CUS81029,October,Monday,23,Revenue
UBR105782,2025-06-11,00:15:00,Kolkata,Uber XL,Completed,New Town,Salt Lake,17.89,67,541.0,1.0,Wallet,4.7,4.4,DRV2663,CUS16086,June,Wednesday,0,Revenue
UBR105783,2025-04-12,17:54:00,Delhi,Uber Go,Completed,Connaught Place,Karol Bagh,18.24,84,296.4,1.0,UPI,4.2,3.7,DRV6193,CUS56137,April,Saturday,17,Revenue
UBR105784,2025-03-10,18:50:00,Delhi,Uber Auto,Completed,Rohini,Saket,7.71,38,111.17,1.0,Cash,3.7,3.7,DRV8680,CUS97062,March,Monday,18,Revenue
UBR105785,2025-05-13,21:14:00,Ghaziabad,Uber Premier,Completed,Vaishali,Crossings Republik,22.39,84,541.07,1.0,UPI,3.8,3.5,DRV1211,CUS94313,May,Tuesday,21,Revenue
UBR105786,2025-07-08,20:40:00,Bengaluru,Uber Moto,No Driver Found,Koramangala,Indiranagar,12.47,0,0.0,1.0,Wallet,,,DRV4180,CUS15671,July,Tuesday,20,No Revenue
UBR105787,2025-07-30,20:51:00,Noida,Uber Premier,Cancelled by Customer,Greater Noida,Sector 62,4.63,0,0.0,1.5,Cash,,,DRV2641,CUS72248,July,Wednesday,20,No Revenue
UBR105788,2025-08-31,22:01:00,Dehradun,Uber Auto,Completed,Clock Tower,Prem Nagar,3.14,22,59.03,1.0,Credit Card,4.3,3.9,DRV8043,CUS56683,August,Sunday,22,Revenue
UBR105789,2025-06-15,15:05:00,Mumbai,Uber Go,Completed,Dadar,Bandra,15.88,60,266.22,1.0,Cash,3.0,4.2,DRV6873,CUS92326,June,Sunday,15,Revenue
UBR105790,2025-03-02,00:13:00,Bengaluru,Uber Auto,Completed,Koramangala,HSR Layout,13.17,57,159.04,1.0,Credit Card,4.0,4.1,DRV3429,CUS36672,March,Sunday,0,Revenue
UBR105791,2025-12-28,00:40:00,Pune,Uber Go,Completed,Hinjewadi,Baner,7.64,30,177.92,1.0,UPI,3.8,3.7,DRV7468,CUS99082,December,Sunday,0,Revenue
UBR105792,2025-10-06,15:28:00,Dehradun,Uber Go,Cancelled by Customer,Sahastradhara,Prem Nagar,5.6,0,0.0,1.0,Credit Card,,,DRV2525,CUS46462,October,Monday,15,No Revenue
UBR105793,2025-04-23,13:41:00,Ghaziabad,Uber Auto,Completed,Raj Nagar,Vaishali,12.76,55,163.76,1.0,Cash,5.0,3.6,DRV4400,CUS98226,April,Wednesday,13,Revenue
UBR105794,2025-01-30,14:25:00,Chennai,Uber Go,Completed,Anna Nagar,Anna Nagar,15.45,76,289.95,1.0,UPI,4.2,4.3,DRV1850,CUS40251,January,Thursday,14,Revenue
UBR105795,2025-11-19,13:17:00,Lucknow,Uber Go,Completed,Gomti Nagar,Aliganj,3.09,25,110.59,1.0,UPI,4.9,4.0,DRV3746,CUS62781,November,Wednesday,13,Revenue
UBR105796,2025-06-10,21:46:00,Mumbai,Uber Go,Completed,Dadar,Borivali,29.16,117,470.38,1.0,Cash,4.5,3.8,DRV4685,CUS92048,June,Tuesday,21,Revenue
UBR105797,2025-08-22,12:03:00,Dehradun,Uber Moto,Cancelled by Customer,Sahastradhara,Clock Tower,13.01,0,0.0,1.2,UPI,,,DRV9565,CUS76149,August,Friday,12,No Revenue
UBR105798,2025-12-05,20:36:00,Dehradun,Uber Auto,Completed,Clock Tower,Prem Nagar,13.01,53,195.68,1.0,Cash,4.7,5.0,DRV2513,CUS42155,December,Friday,20,Revenue
UBR105799,2025-06-19,21:56:00,Mumbai,Uber Auto,Completed,Bandra,Borivali,4.8,30,55.4,1.0,UPI,4.0,4.4,DRV8920,CUS30580,June,Thursday,21,Revenue
UBR105800,2025-11-14,15:54:00,Bengaluru,Uber Go,Completed,HSR Layout,Electronic City,5.96,35,162.76,1.2,Cash,5.0,4.5,DRV6269,CUS21831,November,Friday,15,Revenue
UBR105801,2025-07-05,14:52:00,Delhi,Uber Go,Completed,Karol Bagh,Rohini,5.54,27,139.64,1.2,Wallet,4.2,3.7,DRV5060,CUS23681,July,Saturday,14,Revenue
UBR105802,2025-02-26,19:37:00,Bengaluru,Uber Go,Completed,Koramangala,Indiranagar,10.61,51,202.97,1.0,Debit Card,4.7,3.8,DRV9036,CUS33980,February,Wednesday,19,Revenue
UBR105803,2025-08-28,18:24:00,Noida,Uber Go,No Driver Found,Botanical Garden,Botanical Garden,10.7,0,0.0,1.0,UPI,,,DRV6959,CUS37702,August,Thursday,18,No Revenue
UBR105804,2025-09-14,11:46:00,Hyderabad,Uber Moto,Completed,Madhapur,Secunderabad,6.89,40,94.23,1.2,UPI,3.3,4.0,DRV1481,CUS98492,September,Sunday,11,Revenue
UBR105805,2025-12-24,07:51:00,Delhi,Uber Go,Completed,Dwarka,Saket,4.72,24,156.42,1.0,Wallet,3.8,4.3,DRV8724,CUS55174,December,Wednesday,7,Revenue
UBR105806,2025-07-20,10:28:00,Bengaluru,Uber Auto,Completed,HSR Layout,Whitefield,9.1,54,220.47,1.5,UPI,4.5,4.6,DRV7689,CUS61245,July,Sunday,10,Revenue
UBR105807,2025-11-21,07:33:00,Dehradun,Uber Auto,Completed,Rajpur Road,ISBT,14.68,46,169.25,1.0,UPI,4.8,4.2,DRV7017,CUS55692,November,Friday,7,Revenue
UBR105808,2025-11-11,10:15:00,Pune,Uber Go,Completed,Hinjewadi,Baner,3.76,24,127.68,1.0,Credit Card,4.6,5.0,DRV7015,CUS40686,November,Tuesday,10,Revenue
UBR105809,2025-10-29,10:36:00,Hyderabad,Uber Go,Completed,Secunderabad,Gachibowli,9.0,44,180.48,1.0,UPI,3.9,3.7,DRV6760,CUS45369,October,Wednesday,10,Revenue
UBR105810,2025-04-16,17:29:00,Mumbai,Uber Moto,No Driver Found,Andheri,Andheri,13.01,0,0.0,1.2,Debit Card,,,DRV8203,CUS32703,April,Wednesday,17,No Revenue
UBR105811,2025-10-17,22:22:00,Dehradun,Uber Auto,Cancelled by Driver,Sahastradhara,Rajpur Road,6.18,0,0.0,1.2,UPI,,,DRV8910,CUS44270,October,Friday,22,No Revenue
UBR105812,2025-04-11,18:59:00,Noida,Uber Premier,Completed,Sector 18,Greater Noida,2.21,18,134.52,1.0,UPI,4.3,4.4,DRV6948,CUS76007,April,Friday,18,Revenue
UBR105813,2025-04-07,21:35:00,Bengaluru,Uber Go,Completed,Koramangala,Koramangala,8.85,45,211.82,1.0,UPI,4.9,4.3,DRV6504,CUS39652,April,Monday,21,Revenue
UBR105814,2025-06-02,19:27:00,Delhi,Uber Premier,Cancelled by Customer,Dwarka,Rohini,6.34,0,0.0,1.2,Cash,,,DRV1918,CUS79927,June,Monday,19,No Revenue
UBR105815,2025-01-29,18:00:00,Delhi,Uber Go,Completed,Dwarka,Connaught Place,5.62,38,150.56,1.2,Credit Card,4.3,3.8,DRV2472,CUS38547,January,Wednesday,18,Revenue
UBR105816,2025-06-02,13:07:00,Mumbai,Uber Go,Completed,Dadar,Bandra,7.9,46,162.42,1.0,UPI,3.6,4.0,DRV6660,CUS51179,June,Monday,13,Revenue
UBR105817,2025-03-14,11:52:00,Kolkata,Uber Go,Completed,Howrah,Howrah,4.44,29,146.1,1.0,Cash,4.2,3.9,DRV9368,CUS93893,March,Friday,11,Revenue
UBR105818,2025-09-11,20:41:00,Ghaziabad,Uber Go,Completed,Raj Nagar,Kaushambi,8.43,41,168.44,1.0,Debit Card,4.3,4.5,DRV5231,CUS44580,September,Thursday,20,Revenue
UBR105819,2025-01-04,21:14:00,Chennai,Uber Moto,No Driver Found,T Nagar,Adyar,15.53,0,0.0,1.5,Credit Card,,,DRV5445,CUS28565,January,Saturday,21,No Revenue
UBR105820,2025-08-25,14:33:00,Noida,Uber Go,Completed,Sector 137,Sector 137,7.44,46,229.9,1.2,UPI,3.6,4.0,DRV1419,CUS51154,August,Monday,14,Revenue
UBR105821,2025-02-07,00:18:00,Hyderabad,Uber Moto,Completed,Hitech City,Banjara Hills,13.29,55,178.84,1.2,UPI,4.6,5.0,DRV9420,CUS62899,February,Friday,0,Revenue
UBR105822,2025-01-20,19:43:00,Jaipur,Uber Go,Completed,Jagatpura,Jagatpura,4.02,30,126.91,1.0,UPI,4.0,4.2,DRV2142,CUS41604,January,Monday,19,Revenue
UBR105823,2025-04-23,10:29:00,Jaipur,Uber Auto,No Driver Found,Mansarovar,Mansarovar,12.95,0,0.0,2.0,Cash,,,DRV7134,CUS68264,April,Wednesday,10,No Revenue
UBR105824,2025-01-23,00:09:00,Mumbai,Uber XL,Completed,Dadar,Dadar,13.18,71,396.66,1.0,Debit Card,5.0,4.9,DRV4786,CUS38211,January,Thursday,0,Revenue
UBR105825,2025-05-16,19:43:00,Hyderabad,Uber Auto,No Driver Found,Banjara Hills,Gachibowli,15.03,0,0.0,1.0,Wallet,,,DRV5014,CUS74053,May,Friday,19,No Revenue
UBR105826,2025-09-05,15:57:00,Pune,Uber Moto,Cancelled by Driver,Kothrud,Baner,12.79,0,0.0,1.5,UPI,,,DRV8283,CUS62580,September,Friday,15,No Revenue
UBR105827,2025-10-28,18:52:00,Delhi,Uber Go,Cancelled by Customer,Connaught Place,Karol Bagh,2.88,0,0.0,1.0,UPI,,,DRV7113,CUS98001,October,Tuesday,18,No Revenue
UBR105828,2025-04-07,21:26:00,Hyderabad,Uber Go,Completed,Banjara Hills,Secunderabad,19.88,81,361.47,1.0,Debit Card,3.9,4.3,DRV6547,CUS73477,April,Monday,21,Revenue
UBR105829,2025-02-02,15:19:00,Kolkata,Uber Auto,Completed,New Town,Howrah,15.8,87,182.46,1.0,UPI,4.7,4.3,DRV5747,CUS13495,February,Sunday,15,Revenue
UBR105830,2025-05-15,15:24:00,Dehradun,Uber Premier,No Driver Found,Clock Tower,Sahastradhara,23.63,0,0.0,1.2,UPI,,,DRV6878,CUS70248,May,Thursday,15,No Revenue
UBR105831,2025-09-12,10:08:00,Chennai,Uber Go,No Driver Found,Guindy,T Nagar,4.62,0,0.0,1.0,Cash,,,DRV5152,CUS41210,September,Friday,10,No Revenue
UBR105832,2025-10-05,11:39:00,Noida,Uber Moto,Completed,Greater Noida,Sector 62,31.63,160,289.49,1.0,Credit Card,4.6,4.6,DRV8856,CUS79861,October,Sunday,11,Revenue
UBR105833,2025-05-13,19:33:00,Hyderabad,Uber XL,Completed,Madhapur,Hitech City,14.33,65,445.39,1.0,Credit Card,3.9,4.1,DRV2940,CUS41789,May,Tuesday,19,Revenue
UBR105834,2025-08-26,14:20:00,Lucknow,Uber XL,Completed,Gomti Nagar,Aliganj,7.44,33,427.92,1.5,Cash,4.6,4.6,DRV4184,CUS49060,August,Tuesday,14,Revenue
UBR105835,2025-01-15,08:23:00,Kolkata,Uber XL,Cancelled by Customer,Salt Lake,Park Street,4.45,0,0.0,1.0,Debit Card,,,DRV2439,CUS39716,January,Wednesday,8,No Revenue
UBR105836,2025-10-04,07:55:00,Ghaziabad,Uber Premier,Completed,Crossings Republik,Indirapuram,6.56,28,194.46,1.0,UPI,4.5,4.8,DRV2823,CUS36167,October,Saturday,7,Revenue
UBR105837,2025-05-06,14:06:00,Hyderabad,Uber Go,Completed,Secunderabad,Banjara Hills,7.58,33,258.8,1.5,Wallet,3.9,3.7,DRV8351,CUS57535,May,Tuesday,14,Revenue
UBR105838,2025-12-11,14:03:00,Pune,Uber XL,Completed,Viman Nagar,Kothrud,6.13,37,228.39,1.0,Debit Card,5.0,3.7,DRV7022,CUS48207,December,Thursday,14,Revenue
UBR105839,2025-01-17,17:50:00,Pune,Uber XL,Completed,Hinjewadi,Hadapsar,7.25,29,263.68,1.0,Credit Card,4.0,4.3,DRV1779,CUS87363,January,Friday,17,Revenue
UBR105840,2025-11-08,14:07:00,Hyderabad,Uber Auto,Cancelled by Customer,Hitech City,Gachibowli,13.12,0,0.0,1.0,Debit Card,,,DRV1958,CUS61016,November,Saturday,14,No Revenue
UBR105841,2025-02-19,08:55:00,Mumbai,Uber Go,Completed,Dadar,Bandra,9.69,36,288.85,1.5,UPI,4.2,3.8,DRV1566,CUS77495,February,Wednesday,8,Revenue
UBR105842,2025-05-15,15:12:00,Delhi,Uber Auto,Completed,Connaught Place,Rohini,3.25,16,99.89,1.2,UPI,4.1,3.9,DRV7270,CUS51497,May,Thursday,15,Revenue
UBR105843,2025-04-28,21:57:00,Delhi,Uber Go,Completed,Saket,Dwarka,1.68,13,65.83,1.0,UPI,4.2,4.0,DRV3618,CUS59622,April,Monday,21,Revenue
UBR105844,2025-11-02,08:20:00,Noida,Uber Auto,Cancelled by Driver,Sector 18,Botanical Garden,3.33,0,0.0,1.0,UPI,,,DRV8400,CUS67743,November,Sunday,8,No Revenue
UBR105845,2025-03-01,18:34:00,Mumbai,Uber Moto,Completed,Bandra,Bandra,9.72,58,98.72,1.0,UPI,4.0,4.1,DRV7669,CUS15402,March,Saturday,18,Revenue
UBR105846,2025-05-05,16:04:00,Mumbai,Uber Moto,Completed,Andheri,Dadar,11.6,48,164.81,1.2,Debit Card,4.6,4.2,DRV7638,CUS42225,May,Monday,16,Revenue
UBR105847,2025-04-26,18:51:00,Jaipur,Uber Premier,Completed,Mansarovar,Jagatpura,2.26,17,140.82,1.2,UPI,3.9,3.9,DRV4951,CUS35794,April,Saturday,18,Revenue
UBR105848,2025-06-22,08:07:00,Bengaluru,Uber Auto,Completed,Electronic City,HSR Layout,6.34,35,96.83,1.0,Credit Card,3.8,4.4,DRV8871,CUS14396,June,Sunday,8,Revenue
UBR105849,2025-07-06,22:01:00,Chennai,Uber Auto,No Driver Found,T Nagar,Anna Nagar,25.96,0,0.0,1.2,Cash,,,DRV3096,CUS71351,July,Sunday,22,No Revenue
UBR105850,2025-03-29,17:58:00,Mumbai,Uber XL,Completed,Bandra,Powai,8.5,32,592.31,2.0,Wallet,5.0,4.3,DRV3677,CUS80875,March,Saturday,17,Revenue
UBR105851,2025-07-22,20:23:00,Dehradun,Uber Moto,Completed,Prem Nagar,Prem Nagar,10.39,40,116.26,1.0,UPI,3.9,3.9,DRV4341,CUS80822,July,Tuesday,20,Revenue
UBR105852,2025-12-27,09:41:00,Noida,Uber Premier,Completed,Greater Noida,Botanical Garden,18.58,79,554.68,1.2,Credit Card,4.9,4.5,DRV3599,CUS93968,December,Saturday,9,Revenue
UBR105853,2025-11-07,18:53:00,Noida,Uber Moto,Completed,Greater Noida,Sector 62,2.97,10,66.77,1.0,Wallet,3.7,4.1,DRV1184,CUS68672,November,Friday,18,Revenue
UBR105854,2025-11-16,19:15:00,Hyderabad,Uber Moto,Cancelled by Customer,Gachibowli,Madhapur,15.89,0,0.0,1.0,Debit Card,,,DRV9975,CUS54169,November,Sunday,19,No Revenue
UBR105855,2025-07-01,13:03:00,Lucknow,Uber XL,Completed,Indira Nagar,Gomti Nagar,4.78,25,258.45,1.2,UPI,3.4,4.2,DRV6531,CUS96761,July,Tuesday,13,Revenue
UBR105856,2025-12-18,12:58:00,Mumbai,Uber Go,Completed,Dadar,Borivali,11.56,44,211.24,1.0,Debit Card,4.2,5.0,DRV8157,CUS57910,December,Thursday,12,Revenue
UBR105857,2025-06-17,17:29:00,Delhi,Uber Auto,Cancelled by Driver,Saket,Saket,2.46,0,0.0,1.0,UPI,,,DRV3699,CUS25350,June,Tuesday,17,No Revenue
UBR105858,2025-06-30,07:45:00,Delhi,Uber Auto,Completed,Saket,Dwarka,6.27,29,119.87,1.0,Credit Card,5.0,4.2,DRV8095,CUS65858,June,Monday,7,Revenue
UBR105859,2025-10-27,18:29:00,Kolkata,Uber Premier,Completed,Salt Lake,Ballygunge,10.01,54,307.12,1.0,UPI,3.9,4.3,DRV6373,CUS54749,October,Monday,18,Revenue
UBR105860,2025-05-10,04:34:00,Chennai,Uber XL,Completed,T Nagar,Anna Nagar,4.83,30,253.84,1.0,UPI,4.4,4.5,DRV9356,CUS82241,May,Saturday,4,Revenue
UBR105861,2025-05-29,08:41:00,Chennai,Uber Go,Completed,Velachery,T Nagar,14.99,57,264.12,1.0,UPI,4.1,4.6,DRV8259,CUS29147,May,Thursday,8,Revenue
UBR105862,2025-11-02,17:12:00,Delhi,Uber Go,Completed,Rohini,Rohini,1.0,6,90.02,1.0,UPI,3.8,2.9,DRV1229,CUS49049,November,Sunday,17,Revenue
UBR105863,2025-07-28,07:36:00,Hyderabad,Uber Auto,Completed,Gachibowli,Secunderabad,18.56,96,236.25,1.0,Debit Card,3.6,4.5,DRV5955,CUS33709,July,Monday,7,Revenue
UBR105864,2025-04-21,22:53:00,Jaipur,Uber XL,Completed,Mansarovar,Mansarovar,9.39,51,336.66,1.0,UPI,4.6,4.9,DRV3747,CUS27345,April,Monday,22,Revenue
UBR105865,2025-05-17,20:48:00,Hyderabad,Uber Go,Completed,Banjara Hills,Gachibowli,16.42,66,274.69,1.0,UPI,4.4,3.9,DRV8068,CUS72128,May,Saturday,20,Revenue
UBR105866,2025-12-21,17:48:00,Jaipur,Uber Auto,Completed,Vaishali Nagar,C Scheme,2.13,9,66.34,1.0,UPI,4.0,4.0,DRV5478,CUS85513,December,Sunday,17,Revenue
UBR105867,2025-07-30,19:10:00,Mumbai,Uber Go,Completed,Bandra,Dadar,1.95,15,54.4,1.0,Cash,4.5,4.3,DRV4154,CUS51385,July,Wednesday,19,Revenue
UBR105868,2025-05-26,21:57:00,Noida,Uber XL,Cancelled by Customer,Botanical Garden,Botanical Garden,17.52,0,0.0,1.0,UPI,,,DRV1960,CUS49576,May,Monday,21,No Revenue
UBR105869,2025-03-25,10:18:00,Kolkata,Uber Auto,Completed,Salt Lake,Park Street,21.61,103,276.18,1.0,UPI,4.7,4.0,DRV6411,CUS83467,March,Tuesday,10,Revenue
UBR105870,2025-01-30,20:17:00,Mumbai,Uber Auto,Completed,Powai,Borivali,11.63,42,171.52,1.0,Wallet,3.5,4.4,DRV2467,CUS54246,January,Thursday,20,Revenue
UBR105871,2025-03-06,08:59:00,Mumbai,Uber Go,Completed,Powai,Powai,10.02,43,199.46,1.0,UPI,4.7,4.2,DRV3223,CUS78342,March,Thursday,8,Revenue
UBR105872,2025-01-24,13:16:00,Pune,Uber Moto,Completed,Hadapsar,Hadapsar,15.17,82,222.33,1.2,UPI,4.0,5.0,DRV5258,CUS10375,January,Friday,13,Revenue
UBR105873,2025-07-30,16:10:00,Noida,Uber Go,Completed,Sector 62,Sector 62,7.81,36,205.29,1.2,UPI,5.0,3.6,DRV4969,CUS75037,July,Wednesday,16,Revenue
UBR105874,2025-08-10,18:14:00,Hyderabad,Uber Auto,Completed,Madhapur,Secunderabad,5.17,36,71.2,1.0,Cash,4.1,4.0,DRV3831,CUS55737,August,Sunday,18,Revenue
UBR105875,2025-03-31,02:07:00,Bengaluru,Uber Auto,Completed,Whitefield,Koramangala,10.84,51,168.42,1.2,Credit Card,4.4,4.9,DRV8509,CUS72339,March,Monday,2,Revenue
UBR105876,2025-04-16,10:43:00,Noida,Uber Moto,Completed,Botanical Garden,Sector 18,5.5,30,78.17,1.0,Debit Card,4.3,4.8,DRV2714,CUS18411,April,Wednesday,10,Revenue
UBR105877,2025-06-21,17:28:00,Pune,Uber Premier,Cancelled by Customer,Baner,Baner,9.97,0,0.0,2.0,Debit Card,,,DRV4383,CUS85497,June,Saturday,17,No Revenue
